Annotation	Gene	Input
GO:0046872_metal ion binding	Ndufs1	1	
GO:0051536_iron-sulfur cluster binding	Ndufs1	1	
GO:0051537_2 iron, 2 sulfur cluster binding	Ndufs1	1	
GO:0051539_4 iron, 4 sulfur cluster binding	Ndufs1	1	
GO:0005515_protein binding	Ccnyl1	1	
GO:0000166_nucleotide binding	Cps1	1	
GO:0003824_catalytic activity	Cps1	1	
GO:0004087_carbamoyl-phosphate synthase (ammonia) activity	Cps1	1	
GO:0004087_carbamoyl-phosphate synthase (ammonia) activity	Cps1	1	
GO:0004088_carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	Cps1	1	
GO:0004175_endopeptidase activity	Cps1	1	
GO:0005509_calcium ion binding	Cps1	1	
GO:0005515_protein binding	Cps1	1	
GO:0005524_ATP binding	Cps1	1	
GO:0005543_phospholipid binding	Cps1	1	
GO:0016595_glutamate binding	Cps1	1	
GO:0016874_ligase activity	Cps1	1	
GO:0032403_protein complex binding	Cps1	1	
GO:0046872_metal ion binding	Cps1	1	
GO:0072341_modified amino acid binding	Cps1	1	
GO:0004871_signal transducer activity	Cxcr1	1	
GO:0004918_interleukin-8 receptor activity	Cxcr1	1	
GO:0004930_G-protein coupled receptor activity	Cxcr1	1	
GO:0016494_C-X-C chemokine receptor activity	Cxcr1	1	
GO:0019959_interleukin-8 binding	Cxcr1	1	
GO:0004871_signal transducer activity	Gpbar1	1	
GO:0004930_G-protein coupled receptor activity	Gpbar1	1	
GO:0038181_bile acid receptor activity	Gpbar1	1	
GO:0008201_heparin binding	Aamp	1	
GO:0051082_unfolded protein binding	Aamp	1	
GO:0004721_phosphoprotein phosphatase activity	Ctdsp1	1	
GO:0005515_protein binding	Ctdsp1	1	
GO:0008420_CTD phosphatase activity	Ctdsp1	1	
GO:0016787_hydrolase activity	Ctdsp1	1	
GO:0016791_phosphatase activity	Ctdsp1	1	
GO:0046872_metal ion binding	Ctdsp1	1	
GO:0003674_molecular_function	Fam134a	1	
GO:0005112_Notch binding	Dner	1	
GO:0005509_calcium ion binding	Dner	1	
GO:0004871_signal transducer activity	Gpr55	1	
GO:0004930_G-protein coupled receptor activity	Gpr55	1	
GO:0004949_cannabinoid receptor activity	Gpr55	1	
GO:0004949_cannabinoid receptor activity	Gpr55	1	
GO:0008375_acetylglucosaminyltransferase activity	B3gnt7	1	
GO:0008378_galactosyltransferase activity	B3gnt7	1	
GO:0016740_transferase activity	B3gnt7	1	
GO:0016757_transferase activity, transferring glycosyl groups	B3gnt7	1	
GO:0003723_RNA binding	Gigyf2	1	
GO:0005515_protein binding	Gigyf2	1	
GO:0045296_cadherin binding	Gigyf2	1	
GO:0070064_proline-rich region binding	Gigyf2	1	
GO:0004143_diacylglycerol kinase activity	Dgkd	1	
GO:0042803_protein homodimerization activity	Dgkd	1	
GO:0046982_protein heterodimerization activity	Dgkd	1	
GO:0008233_peptidase activity	Usp40	1	
GO:0008234_cysteine-type peptidase activity	Usp40	1	
GO:0016787_hydrolase activity	Usp40	1	
GO:0036459_thiol-dependent ubiquitinyl hydrolase activity	Usp40	1	
GO:0051015_actin filament binding	Espnl	1	
GO:0005179_hormone activity	Erfe	1	
GO:0042803_protein homodimerization activity	Erfe	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Farp2	1	
GO:0005089_Rho guanyl-nucleotide exchange factor activity	Farp2	1	
GO:0008092_cytoskeletal protein binding	Farp2	1	
GO:0030676_Rac guanyl-nucleotide exchange factor activity	Farp2	1	
GO:0005215_transporter activity	Slco4c1	1	
GO:0008514_organic anion transmembrane transporter activity	Slco4c1	1	
GO:0000166_nucleotide binding	Ppip5k2	1	
GO:0000828_inositol hexakisphosphate kinase activity	Ppip5k2	1	
GO:0000828_inositol hexakisphosphate kinase activity	Ppip5k2	1	
GO:0000829_inositol heptakisphosphate kinase activity	Ppip5k2	1	
GO:0000832_inositol hexakisphosphate 5-kinase activity	Ppip5k2	1	
GO:0003993_acid phosphatase activity	Ppip5k2	1	
GO:0005524_ATP binding	Ppip5k2	1	
GO:0016301_kinase activity	Ppip5k2	1	
GO:0016740_transferase activity	Ppip5k2	1	
GO:0033857_diphosphoinositol-pentakisphosphate kinase activity	Ppip5k2	1	
GO:0033857_diphosphoinositol-pentakisphosphate kinase activity	Ppip5k2	1	
GO:0052723_inositol hexakisphosphate 1-kinase activity	Ppip5k2	1	
GO:0052724_inositol hexakisphosphate 3-kinase activity	Ppip5k2	1	
GO:0003674_molecular_function	2310035C23Rik	1	
GO:0003674_molecular_function	Zcchc2	1	
GO:0003676_nucleic acid binding	Zcchc2	1	
GO:0008270_zinc ion binding	Zcchc2	1	
GO:0035091_phosphatidylinositol binding	Zcchc2	1	
GO:0046872_metal ion binding	Zcchc2	1	
GO:0003674_molecular_function	Cdh19	1	
GO:0004526_ribonuclease P activity	Rpp38	1	
GO:0016787_hydrolase activity	Rpp38	1	
GO:0000014_single-stranded DNA endodeoxyribonuclease activity	Dclre1c	1	
GO:0003684_damaged DNA binding	Dclre1c	1	
GO:0004518_nuclease activity	Dclre1c	1	
GO:0004519_endonuclease activity	Dclre1c	1	
GO:0004527_exonuclease activity	Dclre1c	1	
GO:0008409_5'-3' exonuclease activity	Dclre1c	1	
GO:0016787_hydrolase activity	Dclre1c	1	
GO:0035312_5'-3' exodeoxyribonuclease activity	Dclre1c	1	
GO:0003674_molecular_function	Cdnf	1	
GO:0008083_growth factor activity	Cdnf	1	
GO:0000166_nucleotide binding	Camk1d	1	
GO:0003824_catalytic activity	Camk1d	1	
GO:0004672_protein kinase activity	Camk1d	1	
GO:0004674_protein serine/threonine kinase activity	Camk1d	1	
GO:0004683_calmodulin-dependent protein kinase activity	Camk1d	1	
GO:0004683_calmodulin-dependent protein kinase activity	Camk1d	1	
GO:0005516_calmodulin binding	Camk1d	1	
GO:0005524_ATP binding	Camk1d	1	
GO:0016301_kinase activity	Camk1d	1	
GO:0016740_transferase activity	Camk1d	1	
GO:0003674_molecular_function	Proser2	1	
GO:0005515_protein binding	C1ql3	1	
GO:0003677_DNA binding	Tbpl2	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Tbpl2	1	
GO:0005515_protein binding	Tbpl2	1	
GO:0000166_nucleotide binding	Tor4a	1	
GO:0005524_ATP binding	Tor4a	1	
GO:0000166_nucleotide binding	Tubb4b	1	
GO:0003725_double-stranded RNA binding	Tubb4b	1	
GO:0003924_GTPase activity	Tubb4b	1	
GO:0005200_structural constituent of cytoskeleton	Tubb4b	1	
GO:0005525_GTP binding	Tubb4b	1	
GO:0003674_molecular_function	Tmem203	1	
GO:0015459_potassium channel regulator activity	Lrrc26	1	
GO:0004571_mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	Man1b1	1	
GO:0004571_mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	Man1b1	1	
GO:0005509_calcium ion binding	Man1b1	1	
GO:0016787_hydrolase activity	Man1b1	1	
GO:0016798_hydrolase activity, acting on glycosyl bonds	Man1b1	1	
GO:0046872_metal ion binding	Man1b1	1	
GO:0003977_UDP-N-acetylglucosamine diphosphorylase activity	Uap1l1	1	
GO:0016740_transferase activity	Uap1l1	1	
GO:0016779_nucleotidyltransferase activity	Uap1l1	1	
GO:0070569_uridylyltransferase activity	Uap1l1	1	
GO:0032947_protein complex scaffold	BC029214	1	
GO:0042803_protein homodimerization activity	BC029214	1	
GO:0000166_nucleotide binding	Rabl6	1	
GO:0005525_GTP binding	Rabl6	1	
GO:0003674_molecular_function	Obp2a	1	
GO:0003674_molecular_function	Lcn11	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Sohlh1	1	
GO:0001046_core promoter sequence-specific DNA binding	Sohlh1	1	
GO:0001228_transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	Sohlh1	1	
GO:0003677_DNA binding	Sohlh1	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Sohlh1	1	
GO:0046983_protein dimerization activity	Sohlh1	1	
GO:0005249_voltage-gated potassium channel activity	Kcnt1	1	
GO:0005267_potassium channel activity	Kcnt1	1	
GO:0015269_calcium-activated potassium channel activity	Kcnt1	1	
GO:0005516_calmodulin binding	Camsap1	1	
GO:0008017_microtubule binding	Camsap1	1	
GO:0030507_spectrin binding	Camsap1	1	
GO:0003756_protein disulfide isomerase activity	Qsox2	1	
GO:0016491_oxidoreductase activity	Qsox2	1	
GO:0016971_flavin-linked sulfhydryl oxidase activity	Qsox2	1	
GO:0016972_thiol oxidase activity	Qsox2	1	
GO:0000981_RNA polymerase II transcription factor activity, sequence-specific DNA binding	Snapc4	1	
GO:0001135_transcription factor activity, RNA polymerase II transcription factor recruiting	Snapc4	1	
GO:0003677_DNA binding	Snapc4	1	
GO:0043565_sequence-specific DNA binding	Snapc4	1	
GO:0044212_transcription regulatory region DNA binding	Snapc4	1	
GO:0004445_inositol-polyphosphate 5-phosphatase activity	Sec16a	1	
GO:0003676_nucleic acid binding	Rexo4	1	
GO:0003723_RNA binding	Rexo4	1	
GO:0004518_nuclease activity	Rexo4	1	
GO:0004527_exonuclease activity	Rexo4	1	
GO:0016787_hydrolase activity	Rexo4	1	
GO:0005351_sugar:proton symporter activity	Slc2a6	1	
GO:0005355_glucose transmembrane transporter activity	Slc2a6	1	
GO:0016740_transferase activity	Gbgt1	1	
GO:0016757_transferase activity, transferring glycosyl groups	Gbgt1	1	
GO:0016758_transferase activity, transferring hexosyl groups	Gbgt1	1	
GO:0046872_metal ion binding	Gbgt1	1	
GO:0047277_globoside alpha-N-acetylgalactosaminyltransferase activity	Gbgt1	1	
GO:0000166_nucleotide binding	Ddx31	1	
GO:0003676_nucleic acid binding	Ddx31	1	
GO:0003723_RNA binding	Ddx31	1	
GO:0004004_ATP-dependent RNA helicase activity	Ddx31	1	
GO:0004386_helicase activity	Ddx31	1	
GO:0005524_ATP binding	Ddx31	1	
GO:0016787_hydrolase activity	Ddx31	1	
GO:0003723_RNA binding	Trub2	1	
GO:0009982_pseudouridine synthase activity	Trub2	1	
GO:0016853_isomerase activity	Trub2	1	
GO:0003674_molecular_function	Coq4	1	
GO:0004842_ubiquitin-protein transferase activity	Zer1	1	
GO:0004842_ubiquitin-protein transferase activity	Zer1	1	
GO:0003723_RNA binding	Spout1	1	
GO:0008168_methyltransferase activity	Spout1	1	
GO:0016740_transferase activity	Spout1	1	
GO:0003674_molecular_function	Phyhd1	1	
GO:0016491_oxidoreductase activity	Phyhd1	1	
GO:0046872_metal ion binding	Phyhd1	1	
GO:0051213_dioxygenase activity	Phyhd1	1	
GO:0004168_dolichol kinase activity	Dolk	1	
GO:0004168_dolichol kinase activity	Dolk	1	
GO:0016301_kinase activity	Dolk	1	
GO:0016740_transferase activity	Dolk	1	
GO:0017056_structural constituent of nuclear pore	Nup188	1	
GO:0042802_identical protein binding	Sh3glb2	1	
GO:0045296_cadherin binding	Sh3glb2	1	
GO:0003674_molecular_function	BC005624	1	
GO:0003723_RNA binding	Exosc2	1	
GO:0001664_G-protein coupled receptor binding	Qrfp	1	
GO:0005184_neuropeptide hormone activity	Qrfp	1	
GO:0031854_orexigenic neuropeptide QRFP receptor binding	Qrfp	1	
GO:0005049_nuclear export signal receptor activity	Nup214	1	
GO:0005487_nucleocytoplasmic transporter activity	Nup214	1	
GO:0008139_nuclear localization sequence binding	Nup214	1	
GO:0008139_nuclear localization sequence binding	Nup214	1	
GO:0017056_structural constituent of nuclear pore	Nup214	1	
GO:0042577_lipid phosphatase activity	Plpp7	1	
GO:0003723_RNA binding	Prrc2b	1	
GO:0005347_ATP transmembrane transporter activity	Slc25a25	1	
GO:0005509_calcium ion binding	Slc25a25	1	
GO:0015217_ADP transmembrane transporter activity	Slc25a25	1	
GO:0046872_metal ion binding	Slc25a25	1	
GO:0000166_nucleotide binding	Pip5kl1	1	
GO:0005515_protein binding	Pip5kl1	1	
GO:0005524_ATP binding	Pip5kl1	1	
GO:0016301_kinase activity	Pip5kl1	1	
GO:0016307_phosphatidylinositol phosphate kinase activity	Pip5kl1	1	
GO:0016308_1-phosphatidylinositol-4-phosphate 5-kinase activity	Pip5kl1	1	
GO:0016740_transferase activity	Pip5kl1	1	
GO:0003674_molecular_function	Cfap157	1	
GO:0003713_transcription coactivator activity	Fam129b	1	
GO:0045296_cadherin binding	Fam129b	1	
GO:0004842_ubiquitin-protein transferase activity	Lrsam1	1	
GO:0008270_zinc ion binding	Lrsam1	1	
GO:0016740_transferase activity	Lrsam1	1	
GO:0046872_metal ion binding	Lrsam1	1	
GO:0061630_ubiquitin protein ligase activity	Lrsam1	1	
GO:0061630_ubiquitin protein ligase activity	Lrsam1	1	
GO:0005515_protein binding	Mapkap1	1	
GO:0005546_phosphatidylinositol-4,5-bisphosphate binding	Mapkap1	1	
GO:0005546_phosphatidylinositol-4,5-bisphosphate binding	Mapkap1	1	
GO:0005547_phosphatidylinositol-3,4,5-trisphosphate binding	Mapkap1	1	
GO:0017016_Ras GTPase binding	Mapkap1	1	
GO:0019901_protein kinase binding	Mapkap1	1	
GO:0043325_phosphatidylinositol-3,4-bisphosphate binding	Mapkap1	1	
GO:0070300_phosphatidic acid binding	Mapkap1	1	
GO:0080025_phosphatidylinositol-3,5-bisphosphate binding	Mapkap1	1	
GO:0003779_actin binding	Gsn	1	
GO:0005509_calcium ion binding	Gsn	1	
GO:0005515_protein binding	Gsn	1	
GO:0019904_protein domain specific binding	Gsn	1	
GO:0045159_myosin II binding	Gsn	1	
GO:0046872_metal ion binding	Gsn	1	
GO:0004984_olfactory receptor activity	Olfr358	1	
GO:0004984_olfactory receptor activity	Olfr358	1	
GO:0003677_DNA binding	Rabgap1	1	
GO:0005096_GTPase activator activity	Rabgap1	1	
GO:0005096_GTPase activator activity	Rabgap1	1	
GO:0017137_Rab GTPase binding	Rabgap1	1	
GO:0017137_Rab GTPase binding	Rabgap1	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Dennd1a	1	
GO:0005515_protein binding	Dennd1a	1	
GO:0008289_lipid binding	Dennd1a	1	
GO:0017112_Rab guanyl-nucleotide exchange factor activity	Dennd1a	1	
GO:0017112_Rab guanyl-nucleotide exchange factor activity	Dennd1a	1	
GO:0017124_SH3 domain binding	Dennd1a	1	
GO:0017137_Rab GTPase binding	Dennd1a	1	
GO:0032266_phosphatidylinositol-3-phosphate binding	Dennd1a	1	
GO:1901981_phosphatidylinositol phosphate binding	Dennd1a	1	
GO:0003674_molecular_function	Gtdc1	1	
GO:0016740_transferase activity	Gtdc1	1	
GO:0016757_transferase activity, transferring glycosyl groups	Gtdc1	1	
GO:0003674_molecular_function	A930012O16Rik	1	
GO:0003674_molecular_function	Ccdc148	1	
GO:0004198_calcium-dependent cysteine-type endopeptidase activity	Gca	1	
GO:0005509_calcium ion binding	Gca	1	
GO:0042803_protein homodimerization activity	Gca	1	
GO:0046872_metal ion binding	Gca	1	
GO:0046982_protein heterodimerization activity	Gca	1	
GO:0003674_molecular_function	4933409G03Rik	1	
GO:0004842_ubiquitin-protein transferase activity	Klhl41	1	
GO:0003723_RNA binding	Ppig	1	
GO:0003755_peptidyl-prolyl cis-trans isomerase activity	Ppig	1	
GO:0016853_isomerase activity	Ppig	1	
GO:0000166_nucleotide binding	Tlk1	1	
GO:0004672_protein kinase activity	Tlk1	1	
GO:0004674_protein serine/threonine kinase activity	Tlk1	1	
GO:0005524_ATP binding	Tlk1	1	
GO:0016301_kinase activity	Tlk1	1	
GO:0016740_transferase activity	Tlk1	1	
GO:0004402_histone acetyltransferase activity	Mettl8	1	
GO:0008168_methyltransferase activity	Mettl8	1	
GO:0016740_transferase activity	Mettl8	1	
GO:0000166_nucleotide binding	Pdk1	1	
GO:0004672_protein kinase activity	Pdk1	1	
GO:0004674_protein serine/threonine kinase activity	Pdk1	1	
GO:0004740_pyruvate dehydrogenase (acetyl-transferring) kinase activity	Pdk1	1	
GO:0005524_ATP binding	Pdk1	1	
GO:0016301_kinase activity	Pdk1	1	
GO:0016740_transferase activity	Pdk1	1	
GO:0032403_protein complex binding	Pdk1	1	
GO:0042803_protein homodimerization activity	Pdk1	1	
GO:0046982_protein heterodimerization activity	Pdk1	1	
GO:0008289_lipid binding	Atp5g3	1	
GO:0015078_hydrogen ion transmembrane transporter activity	Atp5g3	1	
GO:0046933_proton-transporting ATP synthase activity, rotational mechanism	Atp5g3	1	
GO:0003824_catalytic activity	Agps	1	
GO:0008609_alkylglycerone-phosphate synthase activity	Agps	1	
GO:0016491_oxidoreductase activity	Agps	1	
GO:0016614_oxidoreductase activity, acting on CH-OH group of donors	Agps	1	
GO:0016740_transferase activity	Agps	1	
GO:0050660_flavin adenine dinucleotide binding	Agps	1	
GO:0005546_phosphatidylinositol-4,5-bisphosphate binding	Sestd1	1	
GO:0010314_phosphatidylinositol-5-phosphate binding	Sestd1	1	
GO:0032266_phosphatidylinositol-3-phosphate binding	Sestd1	1	
GO:0043325_phosphatidylinositol-3,4-bisphosphate binding	Sestd1	1	
GO:0070273_phosphatidylinositol-4-phosphate binding	Sestd1	1	
GO:0070300_phosphatidic acid binding	Sestd1	1	
GO:0080025_phosphatidylinositol-3,5-bisphosphate binding	Sestd1	1	
GO:0001729_ceramide kinase activity	Cerkl	1	
GO:0001729_ceramide kinase activity	Cerkl	1	
GO:0046625_sphingolipid binding	Cerkl	1	
GO:0003674_molecular_function	A130030D18Rik	1	
GO:0005515_protein binding	Zdhhc5	1	
GO:0016409_palmitoyltransferase activity	Zdhhc5	1	
GO:0016409_palmitoyltransferase activity	Zdhhc5	1	
GO:0016740_transferase activity	Zdhhc5	1	
GO:0016746_transferase activity, transferring acyl groups	Zdhhc5	1	
GO:0019706_protein-cysteine S-palmitoyltransferase activity	Zdhhc5	1	
GO:0001614_purinergic nucleotide receptor activity	P2rx3	1	
GO:0004931_extracellular ATP-gated cation channel activity	P2rx3	1	
GO:0004931_extracellular ATP-gated cation channel activity	P2rx3	1	
GO:0004931_extracellular ATP-gated cation channel activity	P2rx3	1	
GO:0005216_ion channel activity	P2rx3	1	
GO:0005524_ATP binding	P2rx3	1	
GO:0019899_enzyme binding	Tnks1bp1	1	
GO:0044877_macromolecular complex binding	Tnks1bp1	1	
GO:0045296_cadherin binding	Tnks1bp1	1	
GO:0071532_ankyrin repeat binding	Tnks1bp1	1	
GO:0016491_oxidoreductase activity	4833423E24Rik	1	
GO:0046872_metal ion binding	4833423E24Rik	1	
GO:0004871_signal transducer activity	Olfr1102	1	
GO:0004930_G-protein coupled receptor activity	Olfr1102	1	
GO:0004984_olfactory receptor activity	Olfr1102	1	
GO:0004993_G-protein coupled serotonin receptor activity	Olfr1102	1	
GO:0030594_neurotransmitter receptor activity	Olfr1102	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Madd	1	
GO:0017112_Rab guanyl-nucleotide exchange factor activity	Madd	1	
GO:0017112_Rab guanyl-nucleotide exchange factor activity	Madd	1	
GO:0003674_molecular_function	1110051M20Rik	1	
GO:0005509_calcium ion binding	Lrp4	1	
GO:0005515_protein binding	Lrp4	1	
GO:0017147_Wnt-protein binding	Lrp4	1	
GO:0030971_receptor tyrosine kinase binding	Lrp4	1	
GO:0030971_receptor tyrosine kinase binding	Lrp4	1	
GO:0034185_apolipoprotein binding	Lrp4	1	
GO:0042803_protein homodimerization activity	Lrp4	1	
GO:0042813_Wnt-activated receptor activity	Lrp4	1	
GO:0097110_scaffold protein binding	Lrp4	1	
GO:0005096_GTPase activator activity	Arhgap1	1	
GO:0005096_GTPase activator activity	Arhgap1	1	
GO:0005515_protein binding	Arhgap1	1	
GO:0017124_SH3 domain binding	Arhgap1	1	
GO:0017137_Rab GTPase binding	Arhgap1	1	
GO:0045296_cadherin binding	Arhgap1	1	
GO:0005515_protein binding	Ambra1	1	
GO:0031625_ubiquitin protein ligase binding	Ambra1	1	
GO:0002162_dystroglycan binding	Large2	1	
GO:0003824_catalytic activity	Large2	1	
GO:0015020_glucuronosyltransferase activity	Large2	1	
GO:0016740_transferase activity	Large2	1	
GO:0016757_transferase activity, transferring glycosyl groups	Large2	1	
GO:0042285_xylosyltransferase activity	Large2	1	
GO:0046872_metal ion binding	Large2	1	
GO:0003723_RNA binding	Cstf3	1	
GO:0003729_mRNA binding	Cstf3	1	
GO:0003674_molecular_function	Prrg4	1	
GO:0005509_calcium ion binding	Prrg4	1	
GO:0000166_nucleotide binding	Kif18a	1	
GO:0003777_microtubule motor activity	Kif18a	1	
GO:0003779_actin binding	Kif18a	1	
GO:0005524_ATP binding	Kif18a	1	
GO:0008017_microtubule binding	Kif18a	1	
GO:0008574_ATP-dependent microtubule motor activity, plus-end-directed	Kif18a	1	
GO:0016887_ATPase activity	Kif18a	1	
GO:0043130_ubiquitin binding	Kif18a	1	
GO:0051010_microtubule plus-end binding	Kif18a	1	
